homeOdd,drawOdd,awayOdd,result,date,league,homeTeam,awayTeam,homeGoals,awayGoals
2.52,4.2,2.37,2,2012-01-26,GER Bundesliga,Bayern,Inter,1,3
4.23,3.76,1.94,2,2021-05-18,ENG PL,Real Madrid,PSG,2,4
1.3,2.89,4.44,X,2010-05-29,FRA Ligue 1,Juventus,Barcelona,5,5
1.36,4.14,3.01,X,2020-01-27,FRA Ligue 1,PSG,Chelsea,2,2
4.09,4.94,5.16,2,2023-07-29,ENG PL,Barcelona,PSG,3,5
3.64,5.48,3.41,2,2020-06-27,SPA LaLiga,Inter,Barcelona,1,5
2.51,4.57,1.9,1,2023-08-27,GER Bundesliga,Real Madrid,Barcelona,5,2
2.7,4.25,4.13,2,2011-03-16,GER Bundesliga,Inter,Manchester City,0,3
4.82,3.1,5.15,1,2023-05-13,FRA Ligue 1,Juventus,Real Madrid,5,2
4.47,5.13,3.64,X,2019-11-20,GER Bundesliga,PSG,Real Madrid,5,5
4.88,4.39,3.16,2,2014-01-09,FRA Ligue 1,Milan,Liverpool,1,5
1.51,4.17,5.67,1,2015-02-01,ENG PL,Barcelona,Chelsea,2,1
3.97,5.29,4.97,X,2013-03-25,ITA Serie A,Juventus,Milan,2,2
1.57,3.18,2.2,2,2010-10-31,SPA LaLiga,Liverpool,Manchester City,4,5
3.11,5.4,4.54,2,2010-01-22,FRA Ligue 1,Bayern,Chelsea,4,5
4.9,3.96,4.52,1,2016-09-23,ENG PL,Inter,Milan,4,2
2.79,2.52,2.89,2,2021-02-27,SPA LaLiga,Juventus,Real Madrid,1,2
4.8,5.04,3.52,2,2014-07-14,ITA Serie A,Inter,Real Madrid,2,4
1.86,4.74,2.85,X,2018-02-03,ENG PL,Barcelona,Inter,4,4
2.83,3.61,4.37,X,2018-09-26,ITA Serie A,Juventus,Milan,0,0
1.39,3.6,4.81,X,2010-09-14,ENG PL,Bayern,PSG,3,3
1.47,3.79,5.94,2,2010-11-18,SPA LaLiga,Real Madrid,Barcelona,1,3
2.89,4.27,1.72,2,2024-04-13,SPA LaLiga,Manchester City,PSG,2,3
1.45,2.59,3.77,2,2010-09-13,FRA Ligue 1,Manchester City,Juventus,1,4
1.38,4.76,5.32,2,2010-06-27,GER Bundesliga,Chelsea,Milan,2,3
3.71,2.9,5.21,2,2012-03-31,ENG PL,Juventus,Bayern,0,1
1.75,3.98,2.38,X,2012-07-10,SPA LaLiga,Liverpool,Manchester City,4,4
4.54,3.2,1.76,2,2014-09-14,SPA LaLiga,Manchester City,Inter,0,4
3.41,2.6,1.5,1,2016-08-24,ITA Serie A,PSG,Milan,4,3
3.61,3.38,5.46,1,2012-12-20,ITA Serie A,Real Madrid,Manchester City,3,1
4.92,5.24,5.57,2,2013-11-06,SPA LaLiga,Liverpool,Real Madrid,1,3
1.95,5.06,2.2,2,2024-07-06,SPA LaLiga,Bayern,Milan,0,1
4.71,5.33,2.74,1,2015-05-28,FRA Ligue 1,Manchester City,Chelsea,5,2
3.21,2.98,5.39,2,2024-02-05,FRA Ligue 1,PSG,Manchester City,2,5
1.9,3.58,3.15,1,2022-10-19,ENG PL,PSG,Barcelona,2,1
2.69,4.19,2.02,2,2017-07-24,FRA Ligue 1,Real Madrid,Liverpool,2,4
2.01,5.05,3.07,2,2020-10-19,GER Bundesliga,PSG,Inter,3,5
4.44,5.27,1.93,X,2021-12-11,SPA LaLiga,PSG,Manchester City,4,4
4.26,3.51,4.09,2,2014-11-07,FRA Ligue 1,Liverpool,Real Madrid,0,5
2.75,2.52,1.76,2,2022-03-24,FRA Ligue 1,Barcelona,Bayern,3,4
2.96,3.37,3.18,2,2010-06-15,FRA Ligue 1,Inter,Liverpool,4,5
2.36,4.56,5.4,1,2019-06-03,ITA Serie A,Real Madrid,Inter,3,0
4.5,4.4,5.33,1,2010-11-29,SPA LaLiga,Juventus,Liverpool,3,1
4.71,4.91,5.72,1,2013-12-23,FRA Ligue 1,Barcelona,Chelsea,5,1
4.88,2.67,2.97,1,2010-12-18,SPA LaLiga,Chelsea,Liverpool,5,0
3.38,2.98,1.59,X,2014-03-30,SPA LaLiga,Bayern,Milan,2,2
1.3,3.88,4.69,X,2015-06-14,SPA LaLiga,PSG,Juventus,3,3
4.33,5.44,5.33,2,2019-10-06,GER Bundesliga,Chelsea,Juventus,1,2
4.38,4.73,2.48,X,2014-11-03,ITA Serie A,PSG,Real Madrid,1,1
3.46,3.66,2.87,X,2024-10-07,ENG PL,Manchester City,PSG,2,2
3.33,4.02,2.22,1,2021-07-18,FRA Ligue 1,Liverpool,PSG,3,1
1.92,4.61,3.29,1,2020-10-29,SPA LaLiga,Chelsea,Manchester City,1,0
3.2,3.29,5.32,2,2011-03-19,FRA Ligue 1,Chelsea,Real Madrid,0,2
1.69,3.1,3.4,2,2020-03-27,ENG PL,Milan,Inter,0,2
3.32,4.64,1.99,1,2024-02-05,FRA Ligue 1,Liverpool,PSG,5,0
1.69,4.13,4.22,2,2014-12-20,ITA Serie A,Inter,Chelsea,2,4
3.3,3.12,3.87,1,2021-08-15,SPA LaLiga,Juventus,Barcelona,5,0
1.93,2.5,2.08,X,2013-02-04,FRA Ligue 1,Manchester City,PSG,0,0
1.76,3.08,3.3,2,2021-12-22,FRA Ligue 1,Bayern,Barcelona,1,4
1.64,4.33,5.98,1,2021-03-10,GER Bundesliga,Liverpool,Bayern,5,3
4.22,2.9,5.29,1,2011-06-15,ITA Serie A,Barcelona,Manchester City,5,3
1.62,3.2,4.63,1,2014-11-14,FRA Ligue 1,Barcelona,PSG,1,0
2.77,4.97,4.38,1,2015-10-27,ITA Serie A,Liverpool,PSG,5,1
1.29,3.09,5.09,1,2021-02-05,ENG PL,Real Madrid,Chelsea,2,1
2.9,2.66,5.96,X,2016-03-09,ITA Serie A,Inter,Bayern,0,0
1.83,4.4,5.18,2,2023-03-05,FRA Ligue 1,Barcelona,Bayern,0,1
2.87,3.97,3.27,1,2020-08-23,ENG PL,Bayern,Juventus,5,3
3.81,3.9,2.39,1,2018-03-22,FRA Ligue 1,PSG,Milan,5,4
2.21,3.2,5.99,X,2022-08-26,ENG PL,Juventus,Real Madrid,0,0
1.21,4.05,4.3,2,2016-02-27,SPA LaLiga,Chelsea,Juventus,4,5
3.66,5.48,1.78,2,2023-06-03,FRA Ligue 1,Barcelona,Bayern,1,4
2.64,4.48,5.02,1,2012-04-07,GER Bundesliga,PSG,Chelsea,4,2
1.84,2.84,3.15,X,2014-05-30,ENG PL,Barcelona,Bayern,3,3
3.31,4.73,3.25,2,2020-02-01,SPA LaLiga,Chelsea,Milan,0,2
4.63,4.07,2.8,X,2023-04-20,GER Bundesliga,Bayern,Barcelona,3,3
1.87,4.23,2.23,1,2016-10-08,SPA LaLiga,Liverpool,Real Madrid,2,0
1.95,2.65,1.6,X,2015-09-08,ENG PL,Barcelona,Chelsea,1,1
3.71,4.95,5.55,2,2017-08-29,FRA Ligue 1,Juventus,Liverpool,0,3
4.68,2.88,3.49,1,2024-10-04,SPA LaLiga,Manchester City,Bayern,5,3
2.94,2.92,5.5,1,2021-03-24,GER Bundesliga,PSG,Barcelona,3,2
3.51,5.46,5.24,1,2021-05-27,GER Bundesliga,Inter,Real Madrid,4,3
3.66,5.3,5.65,2,2017-12-24,FRA Ligue 1,Chelsea,Liverpool,2,3
1.73,5.29,3.17,2,2018-05-08,ENG PL,Liverpool,Barcelona,0,4
3.66,2.64,5.64,1,2018-02-10,SPA LaLiga,Liverpool,Real Madrid,5,2
2.67,4.64,3.18,1,2021-08-27,GER Bundesliga,Bayern,Inter,2,0
1.94,2.97,2.29,2,2024-09-01,GER Bundesliga,Liverpool,Manchester City,1,4
3.64,4.7,2.59,2,2020-02-07,SPA LaLiga,Milan,Inter,1,3
3.94,4.18,5.82,2,2019-06-25,SPA LaLiga,Bayern,Real Madrid,3,5
3.63,4.1,2.6,1,2010-03-12,ENG PL,Bayern,Chelsea,2,1
1.51,4.43,3.46,1,2014-06-12,GER Bundesliga,Inter,Bayern,4,2
1.81,2.96,1.89,2,2019-09-01,ENG PL,Bayern,Real Madrid,2,4
1.48,4.15,4.12,1,2013-06-27,SPA LaLiga,Milan,Bayern,4,2
4.66,2.63,3.45,X,2016-05-15,GER Bundesliga,Real Madrid,Inter,2,2
3.31,3.87,1.55,1,2010-01-28,ITA Serie A,Milan,Manchester City,5,1
3.75,3.26,4.47,1,2016-04-11,FRA Ligue 1,PSG,Liverpool,5,2
4.57,5.31,3.49,2,2013-11-22,GER Bundesliga,Liverpool,Juventus,0,5
4.76,3.95,3.54,2,2012-04-27,GER Bundesliga,Real Madrid,Bayern,0,3
2.75,5.39,3.48,2,2010-03-07,SPA LaLiga,Inter,Real Madrid,1,3
1.29,4.48,5.7,1,2018-05-05,SPA LaLiga,Manchester City,Real Madrid,2,1
4.49,4.91,4.75,X,2017-12-03,FRA Ligue 1,Liverpool,Chelsea,0,0
4.48,3.3,2.15,2,2018-04-10,FRA Ligue 1,Bayern,Liverpool,1,5
3.6,3.51,1.93,X,2014-08-08,ENG PL,Milan,Juventus,5,5
1.8,2.73,3.24,1,2017-05-13,SPA LaLiga,Juventus,Bayern,5,2
4.67,3.59,2.35,X,2010-08-21,ITA Serie A,Barcelona,Inter,1,1
4.16,4.36,4.35,2,2022-07-14,FRA Ligue 1,Real Madrid,Milan,3,5
4.41,4.65,5.9,1,2015-03-24,GER Bundesliga,PSG,Bayern,5,0
1.34,2.95,3.74,2,2013-02-27,SPA LaLiga,Manchester City,Bayern,3,4
3.82,3.99,1.93,2,2018-10-22,GER Bundesliga,Inter,Manchester City,1,3
2.76,5.03,3.14,1,2015-11-04,SPA LaLiga,Inter,Real Madrid,5,1
1.98,3.46,4.44,2,2017-03-29,SPA LaLiga,PSG,Bayern,0,1
2.39,2.95,5.96,1,2022-03-06,ITA Serie A,Milan,Manchester City,5,4
2.97,2.78,1.74,2,2011-11-14,SPA LaLiga,Barcelona,Chelsea,1,2
4.83,4.23,3.45,X,2011-07-12,ENG PL,Barcelona,Juventus,2,2
2.18,4.4,5.86,2,2019-12-16,GER Bundesliga,Chelsea,Manchester City,0,4
4.08,3.53,5.53,X,2020-08-06,SPA LaLiga,Inter,Manchester City,1,1
1.64,4.4,1.64,1,2011-10-09,GER Bundesliga,Manchester City,Barcelona,3,2
4.51,5.22,3.51,1,2017-12-26,GER Bundesliga,Real Madrid,PSG,5,0
4.18,2.55,2.64,1,2017-04-20,GER Bundesliga,Milan,Barcelona,4,3
4.89,5.03,4.24,1,2021-01-09,FRA Ligue 1,Liverpool,Juventus,3,2
4.11,3.69,1.92,1,2010-05-20,ENG PL,Milan,Barcelona,3,0
4.16,4.66,3.47,2,2021-08-06,ITA Serie A,Barcelona,Juventus,1,4
4.03,5.2,5.91,2,2017-01-07,ITA Serie A,Manchester City,Liverpool,3,4
3.11,5.29,2.16,2,2015-10-07,GER Bundesliga,Inter,Juventus,2,3
2.71,2.89,2.86,2,2024-08-09,ENG PL,Barcelona,PSG,0,2
1.67,2.74,1.6,X,2020-10-26,ITA Serie A,Chelsea,Bayern,2,2
4.7,3.15,5.87,2,2016-07-02,FRA Ligue 1,Juventus,Milan,3,5
2.08,3.47,4.88,2,2015-08-07,GER Bundesliga,PSG,Real Madrid,4,5
4.07,2.86,3.21,2,2018-08-29,FRA Ligue 1,PSG,Juventus,2,4
3.33,3.29,4.42,X,2013-12-28,ENG PL,PSG,Manchester City,5,5
1.55,5.39,1.55,2,2012-01-07,ITA Serie A,Chelsea,Manchester City,1,5
3.85,3.55,2.65,1,2021-04-10,FRA Ligue 1,PSG,Inter,5,2
1.78,5.33,2.64,2,2014-12-30,ITA Serie A,Liverpool,Juventus,4,5
4.74,3.39,3.06,1,2016-12-27,SPA LaLiga,Milan,Bayern,4,0
3.4,3.75,5.0,1,2019-10-06,ITA Serie A,Barcelona,Bayern,4,0
1.3,4.48,2.27,1,2017-10-21,ITA Serie A,Juventus,Chelsea,2,0
1.88,3.76,3.74,2,2016-08-26,ITA Serie A,Chelsea,Bayern,3,5
2.44,3.35,3.49,2,2012-10-13,ITA Serie A,Manchester City,PSG,2,3
4.72,3.47,3.66,2,2022-03-21,FRA Ligue 1,Liverpool,Bayern,1,4
4.22,4.54,4.55,1,2023-11-27,GER Bundesliga,PSG,Real Madrid,4,0
3.35,3.16,3.59,X,2013-06-13,GER Bundesliga,Liverpool,Barcelona,4,4
4.74,4.18,4.26,1,2019-01-26,ITA Serie A,Bayern,Milan,4,2
4.63,3.75,5.05,2,2024-08-30,GER Bundesliga,Bayern,Inter,1,3
1.82,5.27,2.0,1,2014-04-03,FRA Ligue 1,Bayern,Real Madrid,5,0
2.06,5.16,5.08,2,2013-11-25,FRA Ligue 1,Inter,Milan,0,3
1.82,4.68,3.3,X,2018-03-05,ITA Serie A,Barcelona,Liverpool,0,0
2.31,2.72,2.01,1,2012-08-14,GER Bundesliga,PSG,Chelsea,5,3
1.65,3.76,3.09,1,2017-06-14,FRA Ligue 1,PSG,Inter,3,2
1.9,2.56,1.91,1,2013-11-21,FRA Ligue 1,Barcelona,PSG,5,4
3.64,3.49,1.76,2,2017-08-08,SPA LaLiga,Chelsea,Manchester City,4,5
1.3,4.25,4.12,2,2014-11-11,ITA Serie A,Milan,PSG,0,5
1.33,4.23,2.51,X,2024-03-01,ENG PL,Juventus,Barcelona,0,0
1.51,3.6,1.81,2,2014-04-01,GER Bundesliga,Milan,Real Madrid,0,5
2.95,3.65,5.1,2,2014-02-21,GER Bundesliga,Liverpool,PSG,1,4
1.81,3.3,2.38,1,2014-09-08,ITA Serie A,Juventus,Bayern,4,1
4.33,3.92,4.89,2,2024-01-08,ITA Serie A,Manchester City,Barcelona,0,3
1.29,5.2,3.12,2,2013-01-13,ITA Serie A,Inter,Manchester City,0,2
4.67,5.06,4.02,1,2017-05-12,FRA Ligue 1,Chelsea,PSG,3,0
4.13,4.35,2.72,1,2016-04-09,ENG PL,Inter,Real Madrid,2,1
3.55,3.81,2.95,2,2014-05-25,ITA Serie A,Liverpool,Barcelona,1,4
3.1,5.46,2.98,2,2011-09-06,FRA Ligue 1,Bayern,Inter,1,4
2.64,4.65,4.02,X,2019-09-30,ENG PL,Manchester City,Milan,2,2
2.0,4.83,4.53,X,2011-06-16,ITA Serie A,Barcelona,Milan,4,4
2.05,2.94,3.37,1,2010-01-02,ITA Serie A,PSG,Manchester City,3,0
2.71,4.34,3.27,2,2014-08-23,ENG PL,PSG,Barcelona,0,1
2.28,2.55,5.81,X,2011-02-28,SPA LaLiga,Inter,Chelsea,5,5
2.93,5.11,2.46,1,2016-12-17,GER Bundesliga,Inter,Milan,3,0
4.09,3.47,4.71,X,2018-01-22,SPA LaLiga,PSG,Juventus,2,2
4.49,3.14,5.74,1,2010-10-24,ENG PL,Inter,PSG,3,1
1.28,2.75,2.69,1,2021-10-05,SPA LaLiga,Inter,Barcelona,3,1
2.23,4.36,5.45,2,2015-02-08,FRA Ligue 1,Bayern,Real Madrid,0,5
2.66,4.39,2.41,2,2018-12-15,ENG PL,Real Madrid,Liverpool,0,5
3.26,2.95,3.62,1,2018-05-19,ENG PL,Barcelona,Real Madrid,4,3
3.9,5.3,4.2,2,2013-08-18,GER Bundesliga,Bayern,Inter,1,3
3.92,5.46,2.59,1,2010-11-30,SPA LaLiga,Real Madrid,Barcelona,4,0
2.71,4.96,1.55,2,2021-11-04,FRA Ligue 1,Inter,PSG,3,4
3.95,3.9,5.95,1,2016-11-19,ENG PL,Real Madrid,Bayern,3,0
4.01,2.74,2.46,1,2011-02-03,ENG PL,Barcelona,Juventus,3,0
3.1,4.5,3.36,1,2010-09-17,ENG PL,Manchester City,Milan,5,0
4.7,3.1,2.42,1,2020-08-14,SPA LaLiga,Milan,Juventus,5,4
4.21,3.43,5.26,1,2017-04-28,GER Bundesliga,PSG,Barcelona,4,1
2.89,3.88,2.14,2,2016-07-24,ITA Serie A,Bayern,Liverpool,0,3
3.22,2.74,3.71,2,2011-11-26,FRA Ligue 1,Bayern,Chelsea,0,1
4.83,3.95,5.12,2,2016-08-02,ITA Serie A,Bayern,Juventus,0,4
4.08,4.61,3.76,2,2015-12-16,ITA Serie A,Inter,PSG,3,5
2.1,3.35,3.42,2,2012-03-24,ITA Serie A,Barcelona,Milan,0,5
4.52,5.45,2.9,2,2017-10-26,FRA Ligue 1,Chelsea,PSG,1,5
1.92,3.6,4.09,2,2014-08-09,ITA Serie A,PSG,Barcelona,0,5
3.0,5.16,2.06,2,2018-08-08,GER Bundesliga,Real Madrid,Inter,3,5
1.34,5.48,4.45,2,2012-11-12,SPA LaLiga,Juventus,Barcelona,2,3
1.78,3.43,3.25,2,2010-12-21,ITA Serie A,Chelsea,PSG,1,4
3.35,2.94,4.88,1,2019-02-13,ENG PL,Liverpool,Inter,5,3
3.87,2.53,2.23,2,2024-10-31,GER Bundesliga,Milan,PSG,0,3
1.23,5.06,3.81,2,2013-05-14,GER Bundesliga,Bayern,PSG,1,2
3.84,4.64,3.22,X,2017-11-27,GER Bundesliga,Inter,Manchester City,3,3
1.9,3.89,4.95,2,2024-02-09,GER Bundesliga,Inter,Liverpool,2,4
2.93,3.98,3.08,1,2011-08-16,ITA Serie A,Liverpool,Juventus,5,2
2.26,5.11,3.29,1,2019-11-18,ENG PL,Barcelona,Liverpool,3,1
4.5,2.68,4.53,2,2015-04-26,ENG PL,Inter,Chelsea,0,5
1.45,3.29,4.59,1,2011-11-22,FRA Ligue 1,Liverpool,Juventus,5,1
1.22,2.71,2.96,2,2015-04-19,ITA Serie A,Liverpool,Barcelona,1,4
2.73,2.55,4.0,1,2024-11-05,SPA LaLiga,Milan,Inter,3,2
3.3,4.0,4.14,1,2010-09-26,ITA Serie A,Inter,Juventus,4,2
4.19,4.39,3.44,2,2020-03-07,SPA LaLiga,PSG,Chelsea,2,4
4.07,4.16,3.23,2,2011-01-23,SPA LaLiga,Milan,Liverpool,0,5
1.24,4.77,2.3,X,2017-10-31,ENG PL,Real Madrid,Inter,4,4
2.46,2.7,4.32,X,2013-10-08,FRA Ligue 1,Bayern,Juventus,0,0
2.0,5.21,4.64,2,2012-05-11,ENG PL,Liverpool,Manchester City,3,5
2.2,3.82,2.78,2,2018-09-28,ITA Serie A,Milan,Real Madrid,0,3
2.9,3.83,3.0,2,2019-08-31,ENG PL,Inter,Barcelona,3,5
4.9,4.16,4.2,1,2019-12-03,ITA Serie A,Milan,Barcelona,5,2
2.73,4.43,5.59,2,2015-12-23,FRA Ligue 1,PSG,Barcelona,2,3
2.57,3.75,2.78,2,2013-08-27,ITA Serie A,Milan,Juventus,1,2
2.69,5.16,4.6,X,2022-04-15,ENG PL,Barcelona,Liverpool,3,3
4.91,3.32,3.52,X,2020-09-27,FRA Ligue 1,Liverpool,Juventus,4,4
3.45,4.02,1.87,2,2013-02-09,FRA Ligue 1,Milan,Bayern,4,5
2.19,2.96,3.67,1,2020-07-19,FRA Ligue 1,Milan,Bayern,3,1
4.76,3.44,3.45,1,2018-10-13,SPA LaLiga,Liverpool,PSG,3,1
3.0,5.06,3.73,2,2021-11-06,ENG PL,Inter,Milan,1,5
3.73,5.25,3.46,2,2011-07-03,ITA Serie A,Liverpool,Manchester City,0,1
1.33,5.17,5.2,2,2015-12-13,ENG PL,Juventus,Milan,2,4
2.88,4.9,2.51,1,2010-03-13,ENG PL,Liverpool,Chelsea,4,1
3.85,4.61,4.51,2,2011-10-09,ITA Serie A,Manchester City,Liverpool,0,5
1.36,4.68,5.97,1,2022-08-08,GER Bundesliga,PSG,Bayern,5,1
1.7,4.83,4.14,2,2021-02-01,FRA Ligue 1,Milan,Barcelona,2,5
3.48,4.6,4.36,X,2017-06-05,ITA Serie A,Real Madrid,Barcelona,1,1
4.53,3.31,5.76,2,2023-11-01,GER Bundesliga,Chelsea,Bayern,3,5
2.03,2.87,5.47,2,2013-01-02,FRA Ligue 1,Bayern,Juventus,1,2
1.88,5.27,2.46,1,2010-06-15,GER Bundesliga,Liverpool,Inter,5,4
2.6,5.26,2.62,1,2019-02-13,ITA Serie A,Milan,Bayern,2,1
3.57,4.26,4.98,2,2012-11-15,ITA Serie A,Real Madrid,Manchester City,1,3
1.28,2.94,3.13,2,2020-05-15,SPA LaLiga,Juventus,Milan,2,5
2.1,5.13,4.95,1,2022-05-20,ITA Serie A,Liverpool,Inter,5,3
4.56,2.73,5.75,2,2024-04-29,SPA LaLiga,Barcelona,Manchester City,0,3
1.88,3.98,1.88,1,2015-09-14,SPA LaLiga,Milan,Inter,2,1
4.33,3.54,3.91,1,2012-06-22,ENG PL,Milan,Liverpool,2,0
2.94,3.74,4.81,X,2016-03-21,ITA Serie A,Liverpool,Milan,2,2
3.96,3.44,3.94,X,2023-12-08,FRA Ligue 1,Chelsea,PSG,5,5
4.43,5.08,5.93,1,2012-11-18,ENG PL,Liverpool,Manchester City,4,1
1.73,5.03,1.77,1,2010-07-05,GER Bundesliga,Bayern,Milan,5,0
1.6,4.8,5.94,2,2022-04-23,ENG PL,Inter,Milan,1,5
2.35,5.01,3.94,2,2024-01-22,FRA Ligue 1,Juventus,Inter,2,5
4.44,3.13,3.95,1,2010-04-22,SPA LaLiga,PSG,Barcelona,4,1
2.46,3.28,5.38,2,2019-01-30,FRA Ligue 1,Real Madrid,Milan,1,2
1.98,4.9,2.59,1,2019-04-14,ITA Serie A,Juventus,Bayern,3,2
3.42,5.14,1.54,1,2019-05-29,GER Bundesliga,Juventus,Chelsea,5,4
3.98,5.25,4.01,X,2022-03-14,ENG PL,Milan,Barcelona,2,2
3.93,3.07,3.13,X,2018-06-07,ITA Serie A,PSG,Liverpool,2,2
4.62,3.76,4.39,2,2013-11-15,ENG PL,Bayern,Barcelona,4,5
2.53,3.21,2.69,X,2011-10-08,SPA LaLiga,Milan,PSG,3,3
2.09,3.95,2.78,X,2014-03-25,FRA Ligue 1,Bayern,PSG,0,0
3.34,5.05,3.34,1,2010-04-24,ITA Serie A,Barcelona,Manchester City,4,1
3.27,3.76,3.73,2,2010-11-06,ITA Serie A,Juventus,Barcelona,1,2
3.41,4.76,4.5,2,2023-01-13,SPA LaLiga,Liverpool,PSG,2,3
1.33,2.86,3.58,X,2023-09-27,FRA Ligue 1,Juventus,Liverpool,3,3
1.99,5.39,3.1,1,2019-03-20,ENG PL,Juventus,PSG,3,2
1.46,3.9,2.85,2,2015-04-06,FRA Ligue 1,Inter,Juventus,1,2
2.03,5.21,4.43,2,2013-08-28,GER Bundesliga,Milan,Liverpool,1,3
2.7,4.58,2.78,X,2011-05-27,SPA LaLiga,Manchester City,Juventus,2,2
1.31,2.89,5.56,1,2017-10-07,ENG PL,Manchester City,Milan,4,2
3.11,3.88,2.69,1,2013-07-14,SPA LaLiga,Inter,Liverpool,5,2
2.87,5.36,4.42,2,2013-04-12,ITA Serie A,Barcelona,Inter,1,2
1.82,2.99,5.21,2,2022-04-24,ENG PL,PSG,Barcelona,1,4
4.51,4.36,3.58,2,2016-07-20,FRA Ligue 1,Barcelona,Juventus,0,3
4.69,3.44,3.37,2,2010-10-14,ENG PL,PSG,Inter,1,2
4.95,2.71,3.56,1,2023-06-13,GER Bundesliga,Real Madrid,Chelsea,3,1
4.24,2.52,5.57,2,2016-09-25,FRA Ligue 1,Manchester City,Inter,2,4
2.73,4.55,5.39,1,2016-07-02,SPA LaLiga,Inter,Liverpool,2,1
1.3,5.49,5.98,1,2010-10-20,ENG PL,Manchester City,Barcelona,3,2
2.68,2.66,4.32,2,2010-11-01,FRA Ligue 1,Inter,Barcelona,0,1
3.38,5.15,3.14,1,2022-10-09,FRA Ligue 1,Milan,Manchester City,5,0
3.21,4.88,5.87,1,2017-12-01,ENG PL,Real Madrid,Barcelona,4,0
1.58,4.85,5.67,2,2020-01-01,SPA LaLiga,Juventus,Inter,2,4
1.77,2.82,5.0,2,2022-12-22,ENG PL,Real Madrid,Juventus,0,2
1.24,4.98,3.49,2,2010-12-12,ITA Serie A,Chelsea,Inter,0,1
4.74,2.53,5.76,1,2012-07-03,SPA LaLiga,Real Madrid,Inter,3,2
3.56,5.32,4.12,X,2015-08-20,ENG PL,Barcelona,Milan,3,3
1.39,3.24,3.18,1,2010-08-02,FRA Ligue 1,Liverpool,Barcelona,5,4
1.7,4.44,4.69,1,2013-03-19,GER Bundesliga,Chelsea,Manchester City,5,1
1.99,2.68,3.91,1,2019-08-31,ITA Serie A,Liverpool,Bayern,5,1
3.51,3.0,3.71,1,2011-10-26,FRA Ligue 1,Manchester City,Bayern,4,2
2.92,5.07,3.69,2,2016-12-01,ENG PL,Bayern,Liverpool,2,4
2.05,5.15,5.99,2,2021-10-26,ITA Serie A,Inter,Juventus,0,4
4.16,4.11,4.17,2,2011-03-07,ENG PL,Inter,PSG,2,5
3.31,3.39,5.77,2,2010-10-25,ENG PL,Chelsea,Inter,0,2
4.26,2.63,3.8,2,2015-08-18,SPA LaLiga,Milan,Liverpool,0,2
4.85,4.75,5.23,2,2019-04-01,ENG PL,Barcelona,Bayern,3,5
3.43,4.74,3.39,2,2021-09-24,FRA Ligue 1,Inter,PSG,2,4
1.4,3.38,4.05,1,2012-03-12,SPA LaLiga,Inter,PSG,3,2
4.94,3.74,4.83,X,2023-03-14,SPA LaLiga,Juventus,Barcelona,4,4
1.88,3.71,2.41,1,2012-01-01,FRA Ligue 1,Barcelona,PSG,3,2
3.16,4.02,4.49,2,2011-10-09,SPA LaLiga,Barcelona,PSG,2,3
1.89,5.46,4.73,1,2024-04-20,GER Bundesliga,Bayern,Barcelona,5,1
4.37,5.24,1.58,X,2022-08-12,ITA Serie A,Juventus,Chelsea,0,0
3.0,4.88,5.12,1,2015-03-01,ENG PL,Liverpool,Juventus,5,1
4.22,4.11,5.97,1,2021-08-30,ITA Serie A,Inter,Chelsea,5,0
3.42,5.38,5.6,1,2012-08-10,SPA LaLiga,Bayern,Barcelona,5,1
4.93,5.14,2.72,2,2024-02-25,ITA Serie A,Real Madrid,Juventus,2,4
4.06,2.77,5.32,2,2016-03-28,GER Bundesliga,Barcelona,PSG,0,5
3.76,5.05,5.84,X,2019-06-18,ENG PL,Manchester City,Juventus,2,2
3.85,3.94,2.95,1,2020-12-16,GER Bundesliga,Liverpool,Real Madrid,3,1
2.64,2.59,4.56,2,2024-05-19,FRA Ligue 1,Juventus,Liverpool,0,3
2.0,3.18,4.1,1,2021-11-12,ENG PL,PSG,Real Madrid,3,2
1.41,4.52,3.16,X,2013-03-23,ENG PL,PSG,Inter,2,2
3.32,3.14,2.06,1,2012-12-07,ENG PL,Real Madrid,Liverpool,5,3
1.68,4.9,5.47,2,2023-10-01,ITA Serie A,Milan,Inter,0,4
4.95,4.05,4.76,2,2012-05-14,SPA LaLiga,Liverpool,Inter,2,4
4.17,5.23,3.14,X,2011-12-18,FRA Ligue 1,Chelsea,Liverpool,2,2
3.22,2.64,1.84,2,2019-04-22,FRA Ligue 1,Milan,Barcelona,0,4
3.89,4.64,2.1,2,2020-11-28,ITA Serie A,Manchester City,Liverpool,2,3
4.22,3.66,4.4,2,2017-08-22,FRA Ligue 1,Chelsea,Milan,3,4
3.45,4.2,2.83,2,2018-08-26,FRA Ligue 1,Real Madrid,Milan,2,5
4.49,4.44,3.0,2,2022-09-09,SPA LaLiga,Chelsea,Real Madrid,3,5
4.51,5.06,3.47,2,2023-04-04,FRA Ligue 1,Liverpool,Real Madrid,2,3
4.83,3.99,4.78,1,2013-01-26,SPA LaLiga,Manchester City,Chelsea,4,0
1.47,4.68,5.59,1,2011-12-25,ENG PL,Liverpool,Juventus,5,1
1.29,3.21,5.24,1,2012-11-05,ITA Serie A,Chelsea,Barcelona,5,0
2.91,4.0,3.36,1,2013-11-02,ITA Serie A,Barcelona,Juventus,3,0
